bucket,fwd,hit_rate,instrument,label,lookback,mean_abs_signal,mean_signed_fwd,n,side
1,5,0.5565410199556541,GC,Q1_weakest,5,0.0025549681475976424,0.0017287500368140716,451,LONG
2,5,0.5343680709534369,GC,Q2,5,0.007603665587761563,0.0018276969391240923,451,LONG
3,5,0.5565410199556541,GC,Q3,5,0.013210088315975425,0.002161204310417268,451,LONG
4,5,0.5609756097560976,GC,Q4,5,0.02114874048106048,0.0033340380887653814,451,LONG
5,5,0.5121951219512195,GC,Q5_strongest,5,0.039104132272404654,-0.0005685616727561627,451,LONG
1,5,0.4637305699481865,GC,Q1_weakest,5,0.0023755790625724056,-0.0003299027272798845,386,SHORT
2,5,0.4728682170542636,GC,Q2,5,0.0070679088586403475,0.0002937024986191938,387,SHORT
3,5,0.47150259067357514,GC,Q3,5,0.012941899092581944,-7.056850258532769e-05,386,SHORT
4,5,0.4935400516795866,GC,Q4,5,0.020598784966436162,0.001020994065405156,387,SHORT
5,5,0.43410852713178294,GC,Q5_strongest,5,0.041102128890252054,-0.004932204210095245,387,SHORT
1,10,0.5244444444444445,GC,Q1_weakest,5,0.0025493266441507668,0.0029271811608653693,450,LONG
2,10,0.5333333333333333,GC,Q2,5,0.007587476656814766,0.002009172965990153,450,LONG
3,10,0.52,GC,Q3,5,0.013187704288558201,0.0029396011373777117,450,LONG
4,10,0.5911111111111111,GC,Q4,5,0.02109564612281492,0.006205274966377168,450,LONG
5,10,0.516629711751663,GC,Q5_strongest,5,0.03893413425720003,0.0012159156844933202,451,LONG
1,10,0.4481865284974093,GC,Q1_weakest,5,0.0023755790625724056,-0.002501249403724191,386,SHORT
2,10,0.48704663212435234,GC,Q2,5,0.0070676941624232045,0.0007532379554532901,386,SHORT
3,10,0.4728682170542636,GC,Q3,5,0.012950585450822895,-0.0005013733843692009,387,SHORT
4,10,0.5025906735751295,GC,Q4,5,0.020609912596577632,-0.0006961745997289834,386,SHORT
5,10,0.42118863049095606,GC,Q5_strongest,5,0.041102128890252054,-0.006211186674068191,387,SHORT
1,1,0.5178571428571429,GC,Q1_weakest,10,0.0034748919696242354,0.0005968098644932981,448,LONG
2,1,0.46993318485523383,GC,Q2,10,0.011505828958361667,-0.0005580927404323025,449,LONG
3,1,0.5446428571428571,GC,Q3,10,0.020098441975318068,0.0002383384051405128,448,LONG
4,1,0.48775055679287305,GC,Q4,10,0.030918410759764103,0.00018274057918131622,449,LONG
