entry_mode,execution_timeframe,feed_equivalence_class,outcome,session,setup_id,status,underlying_provider
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-07|high|1781012700|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-06-08|high|1780922700|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,AMBIGUOUS_INTRABAR,London,OANDA:XAUUSD|London|2026-06-08|high|1780922700|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-06-08|high|1780922700|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-08|high|1781012700|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-08|high|1781012700|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-08|high|1781012700|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-09|high|1781009100|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-09|high|1781009100|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-09|high|1781009100|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-09|low|1781088300|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-09|low|1781088300|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-09|low|1781088300|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-10|low|1781199000|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-10|low|1781199000|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-10|low|1781199000|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-10|high|1782189900|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-10|high|1782189900|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-10|high|1782189900|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-11|low|1781181000|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-11|low|1781181000|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-11|low|1781181000|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-11|low|1781249400|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-11|low|1781249400|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-11|low|1781249400|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-06-12|high|1781277300|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-06-12|high|1781277300|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-06-12|high|1781277300|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-13|high|1781809200|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-13|high|1781809200|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-13|high|1781809200|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-14|high|1781809200|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-14|high|1781809200|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-14|high|1781809200|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-14|high|1781513100|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-14|high|1781513100|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-14|high|1781513100|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-06-15|high|1781540100|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-06-15|high|1781540100|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-06-15|high|1781540100|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-15|high|1781617500|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-15|high|1781617500|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-15|high|1781617500|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-16|high|1781614800|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-16|high|1781614800|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-16|high|1781614800|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-16|low|1781685900|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-16|low|1781685900|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-16|low|1781685900|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-17|high|1781702100|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-17|high|1781702100|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-17|high|1781702100|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-17|low|1785972600|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-17|low|1785972600|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-17|low|1785972600|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-06-18|low|1781791200|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-06-18|low|1781791200|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-06-18|low|1781791200|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-18|high|1782092700|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-18|high|1782092700|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-18|high|1782092700|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-19|high|1781874000|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-19|high|1781874000|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-19|high|1781874000|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-20|high|1782082800|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-20|high|1782082800|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-20|high|1782082800|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-06-21|high|1782082800|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-06-21|high|1782082800|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-06-21|high|1782082800|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-21|low|1782183600|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-21|low|1782183600|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-21|low|1782183600|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-06-22|low|1782135000|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-06-22|low|1782135000|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-06-22|low|1782135000|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-22|low|1782198000|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-22|low|1782198000|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-22|low|1782198000|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-23|high|1782224100|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-23|high|1782224100|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-23|high|1782224100|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-23|low|1782468000|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-23|low|1782468000|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-23|low|1782468000|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-06-24|low|1782307800|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-06-24|low|1782307800|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-06-24|low|1782307800|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-24|high|1782391500|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-24|high|1782391500|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-24|high|1782391500|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-06-25|high|1782441000|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-06-25|high|1782441000|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-06-25|high|1782441000|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-25|high|1782457200|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-25|high|1782457200|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-25|high|1782457200|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-06-26|high|1782478800|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-06-26|high|1782478800|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-06-26|high|1782478800|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-27|high|1782684000|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-27|high|1782684000|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-27|high|1782684000|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-28|high|1782684000|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-28|high|1782684000|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-28|high|1782684000|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-28|low|1782733500|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-28|low|1782733500|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-28|low|1782733500|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-06-29|low|1782742500|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-06-29|low|1782742500|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-06-29|low|1782742500|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-29|high|1782803700|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-29|high|1782803700|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-29|high|1782803700|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-06-30|low|1782824400|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-06-30|low|1782824400|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-06-30|low|1782824400|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-30|low|1782890100|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-30|low|1782890100|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-30|low|1782890100|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-07-01|high|1782936000|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-07-01|high|1782936000|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-07-01|high|1782936000|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-07-01|high|1782981900|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-07-01|high|1782981900|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-07-01|high|1782981900|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-07-02|high|1783499400|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-07-02|high|1783499400|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-07-02|high|1783499400|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-07-02|high|1783295100|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-07-02|high|1783295100|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-07-02|high|1783295100|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-07-03|low|1783084500|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-07-03|low|1783084500|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-07-03|low|1783084500|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-07-04|low|1783288800|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-07-04|low|1783288800|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-07-04|low|1783288800|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-07-05|low|1783288800|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-07-05|low|1783288800|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-07-05|low|1783288800|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-07-05|low|1783332000|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-07-05|low|1783332000|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-07-05|low|1783332000|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-07-06|low|1783341900|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-07-06|low|1783341900|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-07-06|low|1783341900|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-07-06|high|1783431900|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-07-06|high|1783431900|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-07-06|high|1783431900|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-07-07|high|1783429200|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-07-07|high|1783429200|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-07-07|high|1783429200|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-07-07|low|1783577700|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-07-07|low|1783577700|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-07-07|low|1783577700|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-07-08|low|1783521900|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-07-08|low|1783521900|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-07-08|low|1783521900|exec:15m,EXPIRED,tiingo
